TotalFile:7626	PakTime:2023-6-20 5:5:26	PakTimeSave:6490c316	CRC:c094f7ce
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
241	7dde940	2020-1-6 21:14:56	\script\skill\明教圣战\阳炎爆(子).lua	1137	626	4	7ba5e5c7
242	7e0d611	2015-8-29 16:43:54	\script\online\dragonboat06\trap\checkpoint42_trap.lua	463	254	4	39f2cfcd
243	7e334fd	2015-8-29 16:44:14	\script\equip_shop\equip_shop.lua	27867	6405	4	6f9dc5c0
244	7e5fa07	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\emplacementbattle\shaqi_box.lua	427	336	4	3ae3f088
245	7f13695	2015-8-29 16:44:12	\script\skill\其他\洞察暂时提高.lua	1099	620	4	94d824a4
246	7f80bc8	2015-8-29 16:44:42	\script\task\weekend\item_callboss_1.lua	207	169	4	825783f0
247	7f8ca75	2010-11-30 20:34:4	\settings\droprate\npcdropratexb036.ini	164	103	4	15ea67c3
248	7f93ca3	2015-8-29 16:44:30	\script\藏剑山庄\剑冢\trap\中火.lua	67	67	0	541273e2
249	7fa57be	2015-8-29 16:44:20	\script\item\huangdichongzhu.lua	980	577	4	4717302c
250	801ffe8	2015-8-29 16:44:44	\script\江南区\泉州\npc\夏杰.lua	715	343	4	f017915c
251	802f484	2015-8-29 16:44:2	\script\online\viet_event\new_year_09\new_year_func.lua	792	525	4	909d039b
252	803827c	2015-8-29 16:44:8	\script\skill\外传新增\太一塔\大金刀标记.lua	1095	574	4	3359d756
253	8055052	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\resourcebattle\resourcebattle_head.lua	7075	2754	4	e079fa98
254	81165f9	2015-8-29 16:44:20	\script\item\hexieshenghuibao.lua	8534	2581	4	a2371173
255	817242c	2020-1-6 21:27:26	\script\skill\明教血人\腐伤印(招).lua	1071	605	4	398215f6
256	81914b9	2015-8-29 16:44:20	\script\misc\spreader\spreader.lua	11118	3716	4	bbe0fccc
257	825b6f6	2015-3-26 11:32:2	\settings\static_script\exchg_server\exchange_server_npc.lua	1940	945	4	47ddc983
258	826ba96	2015-8-29 16:44:48	\script\vng\weapon_upgrade\bachkimviemde100.lua	2116	895	4	9a971a17
259	83007df	2015-8-29 16:44:40	\script\caiji\一堆梧桐木.lua	3428	1646	4	b5ef0475
260	83181ed	2015-8-29 16:44:30	\script\中原一区\丐帮\npc\知客丐.lua	2796	1398	4	bf00d5d6
261	83327ed	2010-11-30 20:34:4	\settings\droprate\npcdropratecj069.ini	394	175	4	6712db78
262	838a84e	2015-8-29 16:44:22	\script\lifeskill\示例脚本.txt	296	181	4	54319ac2
263	83fecf4	2015-8-29 16:43:56	\script\online\qianhe_tower\qht_playerdeath.lua	72	72	0	768ea83e
264	858c19b	2015-8-29 16:44:26	\script\missions\liangshan\stage\stagebase.lua	10563	3398	4	10435fc4
265	85c79a3	2015-8-29 16:44:10	\script\skill\秘籍武功\无尘菩提功.lua	1652	777	4	ca6726a0
266	85e0ad1	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle\soldier_npc.lua	3865	1294	4	83242543
267	862af2d	2015-8-29 16:44:42	\script\task\weekend\item_bg05.lua	162	162	0	a691120f
268	866e1c4	2020-1-13 23:34:2	\settings\npcres\冒血相关.txt	2306	322	4	1c4c9320
269	8956cb0	2015-8-29 16:44:26	\script\missions\northwest_mission\stage\stage_2.lua	11338	3637	4	44433700
270	8a6068b	2020-6-22 3:34:36	\script\online\qingrenyuanxiao\qryx_head.lua	6212	2307	4	76c222f4
271	8a7a657	2015-8-29 16:44:24	\script\missions\yp\ldx_npc.lua	8145	2319	4	663aa767
272	8abc8d5	2015-8-29 16:44:40	\script\caiji\一堆精铁.lua	3453	1646	4	7086694d
273	8ad7118	2015-8-29 16:44:8	\script\skill\峨嵋俗家\迷心飘香曲(招1).lua	1168	656	4	8041e153
274	8b0c250	2015-8-29 16:44:20	\script\item\bag_wulinhaoxia.lua	69	69	0	d45238e
275	8b22e18	2015-8-29 16:44:18	\script\item\lifeskill\shixin.lua	480	338	4	e2d997e4
276	8c12ff7	2010-11-30 20:34:4	\settings\skill\gather\skill_jiling_drop_rate.txt	557	179	4	21740c25
277	8c1818f	2015-8-29 16:44:8	\script\skill\武当道家\未央剑法.lua	1750	836	4	a6ea8aa9
278	8c51fe3	2012-12-28 19:8:52	\settings\static_script\meridian\meridian_level_update_2.lua	1104	629	4	89af5f9
279	8ca0b60	2013-4-23 13:35:22	\settings\item\collect\horse.txt	181	170	4	e4ab76ad
280	8d37bc8	2015-8-29 16:44:6	\script\skill\npc技能\五毒npc毒蛊.lua	1001	576	4	41855618
281	8d74af8	2020-8-21 9:12:4	\script\missions\tianmenzhen\save.lua	397693	56654	4	2285ebdd
282	8e95254	2010-11-30 20:34:4	\settings\droprate\npcdroprate017.ini	692	222	4	dfb78ad0
283	8f61618	2013-9-15 13:59:18	\settings\npc\boss_setting\红旗主地.ini	800	432	4	48c3108a
284	92ab0b9	2015-8-29 16:44:8	\script\skill\外传新增\太一塔\辟邪子弹爆(子).lua	1253	638	4	1685123c
285	935da36	2012-5-11 15:53:48	\settings\static_script\missions\hunduantongtianding\trap\trap1.lua	106	106	0	65179fc7
286	93d54d5	2015-8-29 16:44:8	\script\skill\翠烟灵女\百蝶迎香诀(貂).lua	1114	588	4	20ecd8b4
287	93efc13	2015-8-29 16:44:32	\script\中原一区\汴京\npc\酒楼掌柜.lua	34	34	0	b50b9ce5
288	94d300b	2021-6-8 15:6:42	\settings\npcres\普通npc资源信息.txt	160525	15799	4	d87a08c4
289	9522e80	2022-7-26 5:5:48	\script\online\eating\eating_head.lua.bak	9380	2998	4	759b0073
290	95bf619	2015-8-29 16:44:6	\script\skill\npc技能\星贯灵宵.lua	1154	625	4	30f2eb2f
291	96b19ba	2015-8-29 16:44:44	\script\gongcheng\trap\bridge_south_trap.lua	476	384	4	d12aac3b
292	96b5a34	2020-10-25 19:51:34	\script\online_activites\201211\item_christmas_tree.lua	2821	1068	4	c0362c92
293	96b67d8	2014-11-25 13:37:32	\script\task\npc\卤芦鲁陇脌脧Death.lua	212	184	4	de50b7d4
294	973bcb0	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_38.txt	486	120	4	43289cd6
295	98d784b	2010-11-30 20:34:4	\settings\droprate\npcdropratexb034.ini	225	145	4	4eae76d8
296	98e9a37	2020-11-16 19:13:26	\script\online\viet_event\mooncake_08\npc\aunt_qin.lua	6009	1812	4	87aac5d5
297	994b368	2015-8-29 16:44:46	\script\lib\hash_callback.lua	629	271	4	2c233378
298	9a3124b	2020-8-3 17:18:32	\script\online\dragonboat06\room_manager.lua	29443	7934	4	18f87108
299	9a4b0a1	2010-11-30 20:34:4	\settings\npc\boss_setting\剑魂60.ini	16813	1813	4	9fd0bc73
300	9a8a4bb	2010-11-30 20:34:4	\settings\droprate\npcdroprate161.ini	742	230	4	52e3ec4e
301	9aa241a	2010-11-30 20:34:4	\settings\droprate\npcdropratetj001.ini	337	162	4	416ad4fd
302	9b80eb7	2015-8-29 16:44:10	\script\skill\杨门枪骑\杨家破风枪(子).lua	1277	667	4	d6be0fe
303	9bc140e	2015-8-29 16:43:58	\script\online\plant\playerdeath.lua	1215	598	4	f9e0cb17
304	9c03fc6	2015-8-29 16:44:40	\script\task\practice\practice_trigger.lua	2923	1255	4	78940bf9
305	9db8640	2015-8-29 16:44:40	\script\task\npc\jiguan1.lua	524	350	4	d3ab85b9
306	9e97ad2	2015-8-29 16:44:0	\script\online\viet_2009_4\collectjqbox\jinnangdashijian.lua	5815	2474	4	e3049c5d
307	9eb1552	2015-8-29 16:44:38	\script\online_activites\201409\3\timer.lua	1368	634	4	710cf298
308	9fefdaf	2015-8-29 16:44:36	\script\online_activites\201502\year_boss.lua	6740	1990	4	58a6f31
309	a05ff93	2015-8-29 16:44:10	\script\skill\五毒邪侠\尸爆大法.lua	980	559	4	970d06
310	a08cb5c	2015-8-29 16:44:14	\script\function\zq_battles\npc\shengmen_xieling.lua	169	169	0	dfc072de
311	a0e62d8	2015-8-29 16:44:4	\script\online\collect_card\item\item_tgl_compose.lua	1381	726	4	2e529784
312	a164156	2015-8-29 16:44:26	\script\missions\tong_mission\stage\npc_info.lua	730	272	4	8669ff3
313	a1c4ca1	2015-8-29 16:44:46	\script\gongcheng\npc\gongchengdashi_npc.lua	17181	5447	4	66ef2f10
314	a1dda4f	2015-8-29 16:44:22	\script\lifeskill\xizhang.lua	249	188	4	28279455
315	a210776	2015-6-18 12:46:36	\settings\uplevel.txt.bak	5614	2291	4	b14f173d
316	a2c8a44	2015-8-29 16:44:8	\script\skill\翠烟灵女\仙炉香.lua	1340	686	4	8e39e99b
317	a2f1ba2	2015-8-29 16:44:36	\script\online_activites\201504\item_huihuang.lua	352	264	4	73f3449b
318	a39a775	2015-8-29 16:44:24	\script\missions\dragonboat2011\npc\death_palyer.lua	2902	1081	4	eb524473
319	a3dd516	2015-8-29 16:44:20	\script\item\chongsheng.lua	62	62	0	ce747f78
320	a473990	2015-8-29 16:44:8	\script\skill\少林武僧\龙爪攻击(招2).lua	1107	616	4	f2949c42
321	a49f7a4	2015-8-29 16:44:42	\script\newbattles\mainbattle\position.lua	5207	1937	4	6ae208a9
322	a5995a7	2015-8-29 16:44:40	\script\task\world\ox_quest\the_black_blood\step001_003_成都北郊小店老板.lua	1199	779	4	f42af30
323	a5dc1bd	2015-8-29 16:44:10	\script\skill\秘籍武功\凝血封魂印心法.lua	1104	568	4	d77ddfd0
324	a75a025	2015-8-29 16:44:2	\script\online\viet_event\new_map_npc\trigger.lua	1447	578	4	15cdc2a7
325	a77ee7c	2015-8-29 16:44:26	\script\missions\tianmenzhen\item\tmz_tianwailiuxing.lua	1474	769	4	77e6b8ec
326	a79cb5e	2015-8-29 16:44:14	\script\function\world_boss\wb_boss_remove.lua	369	316	4	abb27947
327	a835f8c	2015-8-29 16:44:40	\script\task\faction_boss\tangxi.lua	822	467	4	d69466e0
328	a864763	2015-8-29 16:44:8	\script\skill\少林禅僧\袈裟伏魔神通(招).lua	1117	620	4	8edfa3ac
329	a9c7f37	2010-11-30 20:34:4	\settings\droprate\npcdropratetj002.ini	395	168	4	b07aae79
330	aa6b8e8	2015-8-29 16:44:30	\script\中原二区\襄阳\npc\张影.lua	2539	1395	4	2589d62
331	aa93e44	2015-8-29 16:44:34	\script\pop\2012\yanwulingpai_npc.lua	2421	1084	4	5ea8809
332	aaaec34	2015-8-29 16:44:34	\script\pop\2013\item\letter_item.lua	588	527	4	e6e4470
333	aac3c71	2015-8-29 16:44:24	\script\missions\northwest_mission\stage\stage_time.lua	10463	2856	4	2638e7ea
334	abd2abd	2022-8-14 19:46:6	\script\中原一区\汴京\npc\行脚商人.lua	21211	6728	4	e6b88982
335	abdf078	2015-8-29 16:43:58	\script\online\qixi06\qixi06_head.lua	2219	1090	4	fce0e624
336	ad77da7	2015-8-29 16:43:54	\script\online\dragonboat06\trap\flag\yellow_flag13.lua	2389	1108	4	dcfe2a53
337	ada9bc1	2015-8-29 16:44:10	\script\skill\唐门\满天花雨(招2).lua	1233	664	4	d36127f8
338	ae0fe47	2015-8-29 16:44:20	\script\item\weapon_kaifeng_head.lua	15552	3472	4	8a7d440a
339	ae2ee5f	2015-8-29 16:44:40	\script\task\npc\鲍长老Death.lua	212	184	4	de50b7d4
340	ae5a82a	2010-11-30 20:34:4	\settings\droprate\npcdroprate162.ini	622	225	4	67ad5247
341	ae8f1b6	2020-1-12 20:22:8	\script\skill\唐门任侠\惊鸿断(子).lua	1189	617	4	a5302558
342	af6b358	2010-11-30 20:34:4	\settings\droprate\npcdropratexb035.ini	225	145	4	e0131667
343	b059ce0	2020-10-25 19:46:44	\script\online_activites\2014_01\spring2.lua	7316	2247	4	c939a4bb
344	b06676a	2020-3-14 23:21:16	\script\skill\npc技能\流派技能\Npc用易筋经(子12).lua	867	467	4	36bd3473
345	b177045	2015-8-29 16:44:2	\script\online\viet_event\200911\1\item_zhenzhu.lua	619	399	4	2769a1fc
346	b1d49a1	2015-8-29 16:44:4	\script\online\shimenrenwu\item\zhuangke.lua	107	107	0	b4d45657
347	b2717b3	2015-8-29 16:44:18	\script\item\lifeskill\shangxian\zhifushangxian.lua	518	379	4	c2e2a7eb
348	b42fdef	2015-8-29 16:44:6	\script\skill\npc技能\boss随机点攻击.lua	1251	664	4	121ede72
349	b5d0ee5	2015-8-29 16:44:38	\script\online_activites\2011_10\activity_03\kindness_box.lua	1057	557	4	9bd41cc4
350	b68aecc	2015-8-29 16:44:8	\script\skill\武当道家\御剑诀(子).lua	1117	596	4	3b158250
351	b780bce	2015-8-29 16:44:46	\script\lib\define.lua	9641	3848	4	4142e01f
352	b833f0a	2015-8-29 16:44:38	\script\online_activites\2010_01\activites_02\npc\npc_baixiansheng.lua	2013	752	4	f3d570cb
353	b90232f	2015-8-29 16:44:34	\script\pop\2012\wxzzhf_npc.lua	453	329	4	a4bc2d8d
354	ba5d40c	2015-8-29 16:44:18	\script\item\item_billing\wulinmiling.lua	8247	2533	4	d7d3f260
355	ba6d78e	2015-8-29 16:44:6	\script\skill\npc技能\npc比例加血.lua	945	541	4	78b0f8ef
356	bacaa84	2015-8-29 16:44:40	\script\task\world\ox_quest\five_elements_weapon\step002_001_成都城门卫兵.lua	1081	695	4	70bf300e
357	bb77f74	2015-8-29 16:44:48	\script\vng\eventtrangbikimxa.lua	14580	3619	4	6adadc51
358	bbcddce	2015-8-29 16:44:40	\script\task\npc\太阳机关.lua	1027	540	4	690563db
359	bc85fcb	2015-8-29 16:44:42	\script\task\world\lizhi_扬州\task_kpz.lua	631	399	4	5b7ad06e
360	bcb90a6	2015-8-29 16:44:50	\script\西南区\武陵山脚\trap\武陵山脚to苗岭.lua	70	70	0	299f3f3a
361	bcc63f1	2015-8-29 16:44:48	\script\西南区\大理府\npc\酒楼老板.lua	1205	604	4	e112573e
362	bcf8bd2	2020-8-28 21:25:0	\script\中原一区\汴京\npc\神秘商人.lua	12587	4354	4	df048f9e
363	bd2d891	2015-8-29 16:44:32	\script\世界地图\悬星洞\npc\悬星洞石匠乙.lua	277	194	4	870f98b
364	bd38ed8	2015-8-29 16:44:40	\script\task\npc\jiguan2.lua	522	349	4	dd2468c5
365	bdb5d30	2020-7-23 19:25:20	\script\missions\hunduantongtianding\ttd_mission_entry_npc.lua	657	472	4	d076c744
366	be0b834	2010-11-30 20:34:4	\settings\task\chain_task\kill_monster_35.txt	9513	1682	4	8d7d2cdd
367	be379a9	2020-11-9 1:39:42	\script\online\viet_event\mooncake_08\item\special_mooncake.lua	6528	2640	4	b57f9588
368	be4ae83	2015-8-29 16:44:2	\script\online\viet_event\march_event_09\march_event_func.lua	837	522	4	b6fa6dda
369	be5d84e	2015-8-29 16:44:38	\script\online_activites\201505feedpet\npc\npc_main.lua	4848	1676	4	7c3cb8ec
370	be73767	2015-8-29 16:44:36	\script\online_activites\reborn\task\boss\boss_longzi.lua	208	180	4	9c383ab0
371	bf0a7f2	2013-4-27 13:10:40	\settings\task\chain_task\entrance_level_59.txt	179	142	4	4929114a
372	bf144c4	2015-8-29 16:44:6	\script\skill\npc技能\npc后仰减少.lua	942	538	4	3530eb0b
373	c00eb35	2015-8-29 16:44:26	\script\missions\dixuangong\stage\stagex.lua	10431	3810	4	5d7083ce
374	c0ef432	2020-1-12 20:22:26	\script\skill\唐门任侠\凄锋夺.lua	1458	697	4	f7e86a
375	c248797	2010-11-30 20:34:4	\settings\npc\boss_setting\杨延德.ini	1153	567	4	50b0d5c9
376	c4c92b3	2015-8-29 16:44:18	\script\item\item_billing\dabaojianding.lua	1366	724	4	ac69127c
377	c53b14c	2010-11-30 20:34:4	\settings\droprate\npcdroprate160.ini	579	205	4	b89b1e4b
378	c5e1ddf	2015-8-29 16:44:10	\script\skill\秘籍武功\反两仪刀法(招).lua	1216	651	4	b214e2e3
379	c5fbb6c	2015-8-29 16:44:10	\script\skill\昆仑天师\万雷碎星符(招2).lua	1079	602	4	94571826
380	c655026	2020-9-2 16:50:32	\script\online_activites\reborn\task\boss\create_boss.lua	1943	703	4	9a7784dc
381	c662183	2015-8-29 16:44:10	\script\skill\唐门\夺魄幡.lua	1324	703	4	8cb733dc
382	c6a69b6	2014-9-11 21:34:26	\settings\static_script\global\regular_clear_task_byapp.lua	3262	1159	4	940c5d4f
383	c857f80	2015-8-29 16:44:26	\script\missions\northwest_mission\stage\stage_1.lua	10471	3022	4	e842b7fb
384	c8eb8ac	2015-8-29 16:44:26	\script\missions\tong_mission\stage\base_stage.lua	8834	3583	4	ada339a6
385	c90afd6	2015-8-29 16:44:40	\script\task\world\lizhi_襄阳\task_Death.lua	684	408	4	bfcd1bcc
386	c9b213e	2010-11-30 20:34:4	\settings\droprate\npcdropratexb033.ini	225	145	4	adbb7d11
387	ca6d021	2015-8-29 16:44:32	\script\中原一区\汴京\npc\佘太君.lua	3188	1262	4	cb229fdb
388	cc73e1c	2015-8-29 16:44:32	\script\中原一区\汴京\npc\唐门接引弟子.lua	1010	605	4	6abb31f6
389	cd531f6	2015-8-29 16:44:20	\script\misc\observer\observer_head.lua	3829	1313	4	ab14d75e
390	cda6ed4	2015-8-29 16:44:20	\script\item\lifeskill\qingfeng.lua	485	341	4	c97e1846
391	cdaa8cf	2015-8-29 16:44:14	\script\function\zq_battles\npc\zm_songsale.lua	1452	793	4	e105d827
392	ce3f05d	2020-8-10 23:38:50	\script\online\viet_event\200908\quockhanh\npc_quockhanh.lua	2919	1175	4	c79de255
393	cf00f28	2015-8-29 16:44:30	\script\中原一区\丐帮\npc\丐帮帮主.lua	10505	4442	4	c7ab68f4
394	cf26039	2011-1-7 11:10:26	\settings\item\compose\siling_mount_chance.txt	40	40	0	dcdeb1df
395	cf654a7	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle_primary\mainbattle_head.lua	18626	5145	4	f7c698ea
396	cf92f6d	2015-8-29 16:44:10	\script\skill\秘籍武功\金蝉功(招).lua	1085	610	4	28c54cd7
397	d05116c	2010-11-30 20:34:4	\settings\droprate\npcdroprate403.ini	627	207	4	28269521
398	d0a93aa	2015-8-29 16:44:48	\script\西南区\黑木崖\杨莲亭.lua	4016	1469	4	142e4675
399	d0ad5f3	2015-8-29 16:44:42	\script\newbattles\villagebattle\villagebattle_head.lua	11806	4406	4	5a39b3c4
400	d0f328a	2015-8-29 16:44:6	\script\skill\npc技能\光无极.lua	1154	621	4	d5eeaf08
401	d10c659	2015-8-29 16:44:0	\script\online\春节活动\成都福神.lua	257	230	4	33b0420b
402	d19497b	2015-8-29 16:44:42	\script\newbattles\mainbattle\maingeneral_npc.lua	2271	1186	4	bb0acd2a
403	d1d2aff	2015-8-29 16:44:8	\script\skill\五毒蛊师\毒蛊(陷阱).lua	1621	822	4	22857a46
404	d2c432b	2015-8-29 16:44:22	\script\lifeskill\dao.lua	248	183	4	9b1d354f
405	d2eb8a4	2015-8-29 16:44:26	\script\missions\nvn\3v3\3v3define.lua	657	311	4	b82fa582
406	d3c788a	2015-8-29 16:44:40	\script\caiji\一些穿山甲.lua	3408	1630	4	6f9fee90
407	d46e179	2015-8-29 16:44:32	\script\世界地图\苍龙岭\npc\车夫.lua	1897	1019	4	73e43484
408	d4bfa18	2015-8-29 16:43:54	\script\online\jpz_event\first_tong\huashan_npc.lua	995	639	4	83e98e4
409	d4fd253	2015-8-29 16:44:40	\script\task\prison\jail_head.lua	249	232	4	25fc41cc
410	d547c8f	2015-8-29 16:44:16	\script\西北区\沙漠迷宫\npc\灰烈阳根.lua	902	537	4	9ef0cb3
411	d5dfad4	2015-8-29 16:44:44	\script\江南区\泉州\npc\14.lua	5660	2279	4	ecc8f757
412	d5eb229	2015-8-29 16:44:42	\script\task\weekend\item_bg03.lua	162	162	0	862220f2
413	d6b81a5	2020-10-21 20:59:2	\script\中原一区\汴京\npc\npc_hangrau.lua	34	34	0	e3463e1e
414	d8b0b85	2020-11-1 20:41:36	\script\online\olympic.2015\npc\youminghua.lua	505	361	4	5176b23d
415	d912c29	2015-8-29 16:44:6	\script\skill\npc技能\boss血蛊攻击.lua	1159	614	4	c9bdfcd9
416	d9add2b	2012-12-28 19:8:52	\settings\static_script\meridian\meridian_level_update_1.lua	1016	590	4	8fb92561
417	d9c3283	2012-5-16 18:7:20	\settings\datacfg\large_msg_info.txt	1421	770	4	bbc01466
418	dac8e93	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_37.txt	486	120	4	43289cd6
419	db9d1e3	2020-7-12 1:53:0	\script\online_activites\2011_09\activity_01\item_firework.lua	540	353	4	af362b79
420	dbd8a17	2015-8-29 16:44:44	\script\江南区\泉州\npc\擂台老板.lua	74226	16051	4	833dcb00
421	dc055c3	2010-11-30 20:34:4	\settings\droprate\npcdropratecj067.ini	394	175	4	6712db78
422	dc27816	2015-8-29 16:44:30	\script\中原二区\鬼门回廊\npc\昆仑弟子.lua	1371	609	4	e76bd1f0
423	dd2f79c	2015-8-29 16:44:40	\script\task\world\ox_quest\the_black_blood\step002_001_成都北郊可怜小孩.lua	978	599	4	f9d890fc
424	dd5aead	2015-8-29 16:44:24	\script\missions\kuafu_battle\npc\ms_liao_qxsb.lua	2619	1189	4	af0a1a98
425	dda5857	2020-7-9 17:31:24	\script\online_activites\2010_07\activites_01\item\item_qiannian.lua	4461	1693	4	1dbccef7
426	ddefdfd	2015-8-29 16:44:28	\script\中原二区\成都\npc\野叟.lua	11478	3771	4	cd93a35c
427	de5cc3b	2015-8-29 16:44:6	\script\skill\npc技能\npc睡眠.lua	943	539	4	ae681a76
428	de65de9	2020-1-6 21:28:32	\script\skill\明教阵兵\土牢阵(偃旗).lua	1118	636	4	b611be10
429	de8e5e0	2020-2-6 1:11:18	\settings\skill\skills.txt	364822	68152	4	13091033
430	dedcd1a	2015-8-29 16:44:42	\script\task\faction_back_room\stage\npc\death_npc_slcs.lua	630	402	4	8e07182a
431	df6d0f3	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle\refugee_receive_npc.lua	1615	796	4	4110e80b
432	dfbe6fe	2015-8-29 16:44:20	\script\item\chousi.lua	201	175	4	8647c4eb
433	e092e85	2015-8-29 16:44:34	\script\pop\2012\liaoguo_gaoshou_npc.lua	457	334	4	67cd0a6d
434	e09941b	2015-8-29 16:44:10	\script\skill\五毒邪侠\万毒夺命刀(招).lua	1112	614	4	c9ed1e3f
435	e0a0d18	2015-8-29 16:44:8	\script\skill\峨嵋俗家\曲艺精通.lua	1024	575	4	5f7a59f7
436	e0ff3f5	2014-11-25 13:37:32	\script\task\npc\潞鲁脡陆麓贸脥玫Death.lua	213	177	4	c4e9f4e2
437	e3dd664	2015-8-29 16:44:10	\script\skill\秘籍武功\幽冥心法.lua	942	536	4	d2f73b17
438	e4be0e5	2020-10-23 23:57:4	\script\中原一区\汴京\npc\npc_hangthit.lua	34	34	0	beaa6f12
439	e694e94	2015-8-29 16:44:16	\script\西北区\凤翔府\npc\叶老.lua	1702	794	4	72944e5
440	e82bb93	2020-7-10 17:30:46	\script\task\happiness_bag\happiness_bag.lua	7376	2591	4	1d141b3f
441	e855dbd	2015-8-29 16:44:12	\script\global\offlinelive_action.lua	6238	1986	4	29cb6d88
442	e866349	2015-8-29 16:44:8	\script\skill\外传新增\太一塔\荒火之球(子子).lua	1357	681	4	343c3407
443	e9da3f6	2015-8-29 16:44:8	\script\skill\普通攻击\雪球炸弹.lua	942	522	4	edb4f145
444	ea03138	2020-10-25 19:2:0	\script\online_activites\2014_01\spring1.lua	7569	2260	4	f170b5c
445	eb72c9e	2015-8-29 16:44:34	\script\online_activites\2010_11\activity_02\init.lua	112	89	4	1f50847d
446	ec20da1	2015-8-29 16:44:40	\script\caiji\一捆白虎之皮.lua	3423	1637	4	67dd99a1
447	ec23ef3	2015-8-29 16:44:6	\script\skill\npc技能\boss全屏攻击.lua	1015	573	4	fdad7eab
448	ec51050	2015-8-29 16:44:4	\script\online\元旦活动\yuandan_head.lua	711	387	4	3da1ca1a
449	ec8f47f	2015-8-29 16:44:10	\script\skill\秘籍武功\醉梦吟.lua	1336	748	4	1ce654d6
450	ec9ecd0	2010-11-30 20:34:4	\settings\droprate\npcdropratecj068.ini	396	175	4	e2451a1c
451	ed404d8	2015-8-29 16:43:56	\script\online\dragonboat06\trap\checkpoint26_trap.lua	462	254	4	47b11cf9
452	ed4b8ab	2015-8-29 16:44:42	\script\task\weekend\item_bg04.lua	162	162	0	d35b7326
453	edc6a35	2023-6-20 4:9:13	\script\online\eating\eating_head.lua	13394	4003	4	c2e7b6c5
454	f004c7a	2015-8-29 16:43:54	\script\online\dragonboat06\trap\flag\yellow_flag12.lua	2389	1108	4	83656400
455	f02360a	2015-8-29 16:44:44	\script\江南区\泉州\npc\15.lua	2579	1171	4	e3731ccf
456	f02b14a	2015-8-29 16:44:38	\script\online_activites\2010_01\activites_01\item\item_yuanliaodai.lua	549	373	4	9ca2c56c
457	f0d83de	2021-5-4 12:37:54	\settings\npcres\特殊坐骑动作路径表.txt	4203	1379	4	44dd74f8
458	f27747e	2015-8-29 16:44:36	\script\online_activites\201211\npc_decorate.lua	4209	1471	4	b1c7ac5e
459	f28aad7	2015-8-29 16:44:20	\script\item\item_collection_coat.lua	3145	1077	4	5de7542d
460	f29f503	2020-8-30 11:4:22	\script\太虚幻境\trigger.lua	12204	4326	4	8285374
461	f3cada9	2015-8-29 16:44:0	\script\online\viet_event\golden_card\npc_golden.lua	27358	4776	4	8c1bc7d9
462	f43d748	2014-11-25 13:37:16	\script\online\olympic\npc\wuhuan_sh.lua	2915	1232	4	74da2f6
